User_ID,Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
USR-00179,Prime Video,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Movies,Middle East & Africa,Medium,73,70,0.0255,0.05,8.43,1,1
USR-00180,Disney+ AI,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Movies,Europe,Medium,64,97,0.4528,14.17,6.51,1,3
USR-00181,Prime Video,Premium AI-Plus,AI-Generated Summary,Bored,Apple Vision Pro,Movies,Asia Pacific,Low,96,124,0.203,26.78,9.58,1,4
USR-00182,Prime Video,Standard,Virtual Background Sync,Energetic,Apple Vision Pro,Shorts,North America,Medium,57,87,0.3431,11.07,5.88,29,4
USR-00183,TikTok,Ad-Supported,Mood-Based Playlist,Happy,Apple Vision Pro,Shorts,North America,Low,82,56,0.153,2.95,8.71,19,2
USR-00184,YouTube,Ad-Supported,Mood-Based Playlist,Energetic,Apple Vision Pro,Education,Middle East & Africa,Medium,53,100,0.2671,4.52,5.47,5,2
USR-00185,Disney+ AI,Ad-Supported,AI-Generated Summary,Stressed,Apple Vision Pro,Movies,Latin America,Medium,30,178,0.1351,1.93,3.72,2,7
USR-00186,TikTok,Ad-Supported,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,Asia Pacific,High,69,186,0.52,5.48,7.26,2,8
USR-00187,YouTube,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Movies,Europe,Medium,49,141,0.4302,13.97,4.89,1,4
USR-00188,Netflix,Ad-Supported,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,North America,High,45,88,0.3426,2.6,5.05,29,1
USR-00189,Disney+ AI,Ad-Supported,Virtual Background Sync,Bored,Smart Glasses,Gaming,Asia Pacific,Medium,50,141,0.1719,4.75,5.55,4,1
USR-00190,YouTube,Ad-Supported,Real-time Voice Dubbing,Anxious,Foldable Phone,Education,Middle East & Africa,Low,81,116,0.3629,5.69,8.37,5,3
USR-00191,Apple TV+,Premium AI-Plus,Personalized Story Ending,Bored,AI-Integrated TV,Gaming,Asia Pacific,Medium,68,133,0.1168,32.56,7.75,4,6
USR-00192,YouTube,Ad-Supported,Virtual Background Sync,Anxious,Foldable Phone,Movies,North America,Low,50,127,0.425,4.84,5.01,1,3
USR-00193,Netflix,Ad-Supported,Virtual Background Sync,Energetic,Smart Glasses,Education,Europe,High,73,90,0.1969,0.34,7.37,4,2
USR-00194,Prime Video,Standard,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Gaming,Middle East & Africa,Medium,50,93,0.3386,14.3,5.41,3,7
USR-00195,Netflix,Ad-Supported,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,Asia Pacific,Medium,63,152,0.215,0.95,6.59,2,4
USR-00196,Netflix,Premium AI-Plus,Virtual Background Sync,Energetic,Apple Vision Pro,Education,Europe,High,100,117,0.3933,24.89,9.85,5,3
USR-00197,TikTok,Ad-Supported,Personalized Story Ending,Stressed,Foldable Phone,Gaming,Europe,Medium,87,178,0.2743,4.91,9.72,5,3
USR-00198,Prime Video,Standard,AI-Generated Summary,Bored,Smart Glasses,Gaming,Europe,Medium,77,179,0.4826,14.02,8.07,5,5
USR-00199,Netflix,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,North America,Low,61,95,0.1983,14.05,6.64,32,4
USR-00200,YouTube,Premium AI-Plus,Virtual Background Sync,Bored,AI-Integrated TV,Movies,Europe,Medium,100,140,0.601,32.7,10.0,1,5
USR-00201,Disney+ AI,Standard,Personalized Story Ending,Stressed,Foldable Phone,Gaming,Asia Pacific,High,61,91,0.2153,9.14,6.35,3,3
USR-00202,Apple TV+,Premium AI-Plus,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Asia Pacific,Medium,74,113,0.3413,28.41,7.44,38,2
USR-00203,YouTube,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Education,Middle East & Africa,Low,41,189,0.166,13.54,4.53,9,8
USR-00204,Netflix,Standard,Mood-Based Playlist,Bored,Apple Vision Pro,Movies,Asia Pacific,Medium,75,147,0.2978,15.94,8.15,2,1
USR-00205,Netflix,Standard,Virtual Background Sync,Happy,Foldable Phone,Shorts,Europe,Medium,65,87,0.0914,13.59,6.98,29,2
USR-00206,Netflix,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Gaming,Latin America,Medium,64,80,0.3928,10.94,6.91,2,5
USR-00207,Netflix,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Shorts,Europe,Medium,55,129,0.5255,14.85,6.02,43,6
USR-00208,TikTok,Ad-Supported,Real-time Voice Dubbing,Bored,AI-Integrated TV,Shorts,Europe,Medium,64,156,0.1897,5.93,6.88,52,6
USR-00209,Netflix,Ad-Supported,Personalized Story Ending,Energetic,Foldable Phone,Gaming,Europe,High,73,72,0.1331,1.09,8.53,2,3
USR-00210,YouTube,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Gaming,Middle East & Africa,Medium,46,86,0.1927,12.46,5.18,2,1
USR-00211,Disney+ AI,Ad-Supported,Mood-Based Playlist,Energetic,Smart Glasses,Shorts,North America,Medium,62,89,0.4603,2.63,7.16,30,1
USR-00212,TikTok,Standard,Virtual Background Sync,Anxious,AI-Integrated TV,Movies,Europe,High,95,98,0.3412,15.62,9.83,1,1
USR-00213,Netflix,Ad-Supported,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Europe,High,66,63,0.2243,5.3,7.4,21,3
USR-00214,Prime Video,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Europe,Low,40,61,0.5037,15.79,3.78,20,4
USR-00215,Disney+ AI,Standard,Virtual Background Sync,Anxious,Foldable Phone,Gaming,Europe,Low,49,36,0.3697,11.67,4.72,1,1
USR-00216,Disney+ AI,Standard,Personalized Story Ending,Energetic,Foldable Phone,Gaming,North America,Medium,72,65,0.3199,10.89,7.77,2,2
USR-00217,Netflix,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,North America,High,43,101,0.1541,14.22,5.07,34,3
USR-00218,Netflix,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Movies,Europe,Low,77,95,0.3957,3.44,8.47,1,5
USR-00219,Apple TV+,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Movies,North America,High,36,115,0.4328,4.7,4.53,1,6
USR-00220,YouTube,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,Europe,Low,72,6,0.1406,11.64,7.58,1,1
USR-00221,YouTube,Premium AI-Plus,AI-Generated Summary,Bored,Smart Glasses,Shorts,Europe,Medium,42,173,0.1823,33.67,4.31,58,7
USR-00222,YouTube,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Gaming,Middle East & Africa,High,63,147,0.2257,12.94,6.81,4,5
USR-00223,TikTok,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Education,Latin America,Low,76,86,0.2785,14.99,8.75,4,3
USR-00224,Apple TV+,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,Asia Pacific,High,54,79,0.2351,10.94,6.38,26,1
USR-00225,YouTube,Standard,Mood-Based Playlist,Bored,Smart Glasses,Gaming,Europe,High,72,161,0.0292,14.5,8.04,5,6
USR-00226,Apple TV+,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Shorts,Asia Pacific,Low,40,87,0.046,9.27,4.63,29,5
USR-00227,Netflix,Standard,Mood-Based Playlist,Stressed,Smart Glasses,Shorts,North America,Low,76,198,0.5351,12.38,8.29,66,6
USR-00228,TikTok,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Asia Pacific,High,59,115,0.3354,1.64,6.7,38,4
USR-00229,TikTok,Ad-Supported,Personalized Story Ending,Bored,Foldable Phone,Shorts,Europe,High,53,121,0.0998,3.08,6.19,40,3
USR-00230,Netflix,Standard,Personalized Story Ending,Happy,Apple Vision Pro,Shorts,Latin America,Medium,49,97,0.4622,13.52,5.29,32,4
USR-00231,Netflix,Standard,AI-Generated Summary,Bored,Foldable Phone,Education,North America,Low,56,135,0.3403,9.47,6.2,6,3
USR-00232,YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,Smart Glasses,Shorts,Europe,Low,94,89,0.2322,23.97,10.0,30,3
USR-00233,Apple TV+,Ad-Supported,Virtual Background Sync,Happy,AI-Integrated TV,Movies,Europe,Medium,34,89,0.4077,1.35,3.58,1,4
USR-00234,TikTok,Ad-Supported,Virtual Background Sync,Energetic,AI-Integrated TV,Shorts,Europe,Medium,76,106,0.1218,5.51,8.08,35,2
USR-00235,Apple TV+,Premium AI-Plus,Personalized Story Ending,Anxious,Apple Vision Pro,Education,Asia Pacific,Medium,82,48,0.0657,32.95,9.03,2,2
USR-00236,Prime Video,Ad-Supported,Virtual Background Sync,Happy,Smart Glasses,Movies,Europe,Medium,69,101,0.4721,0.68,7.14,1,3
USR-00237,YouTube,Premium AI-Plus,Real-time Voice Dubbing,Happy,AI-Integrated TV,Education,Middle East & Africa,High,64,91,0.3005,28.61,7.5,4,4
USR-00238,Disney+ AI,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Education,Europe,Low,31,115,0.2959,5.32,3.74,5,3
USR-00239,Netflix,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Shorts,Europe,Medium,27,73,0.4379,14.53,3.48,24,3
USR-00240,Netflix,Standard,Real-time Voice Dubbing,Energetic,Foldable Phone,Movies,Latin America,Low,58,104,0.2834,11.35,6.28,1,2
USR-00241,Prime Video,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Movies,Middle East & Africa,High,74,56,0.5744,2.46,7.58,1,3
USR-00242,Prime Video,Ad-Supported,AI-Generated Summary,Anxious,AI-Integrated TV,Movies,Europe,Medium,65,64,0.0878,2.08,6.84,1,2
USR-00243,YouTube,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Asia Pacific,High,46,183,0.234,5.46,4.8,61,7
USR-00244,TikTok,Ad-Supported,Virtual Background Sync,Stressed,Apple Vision Pro,Gaming,Europe,Medium,83,125,0.1913,0.04,8.21,4,2
USR-00245,TikTok,Ad-Supported,Virtual Background Sync,Energetic,AI-Integrated TV,Education,North America,High,46,99,0.2971,4.67,4.39,4,5
USR-00246,Prime Video,Premium AI-Plus,AI-Generated Summary,Anxious,AI-Integrated TV,Movies,Europe,Medium,64,24,0.1947,33.95,6.75,1,3
USR-00247,TikTok,Ad-Supported,AI-Generated Summary,Happy,Smart Glasses,Shorts,Europe,Low,34,86,0.2312,4.77,3.61,29,4
USR-00248,YouTube,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Shorts,Asia Pacific,High,49,87,0.4013,13.41,5.15,29,3
USR-00249,YouTube,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Shorts,Middle East & Africa,Low,61,142,0.0569,1.33,6.74,47,4
USR-00250,YouTube,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,Asia Pacific,High,72,189,0.2172,27.47,7.73,63,7
USR-00251,TikTok,Premium AI-Plus,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Education,Europe,Medium,78,94,0.5633,21.33,8.46,4,2
USR-00252,Prime Video,Premium AI-Plus,Mood-Based Playlist,Anxious,AI-Integrated TV,Shorts,Europe,Medium,68,75,0.3071,30.75,7.82,25,3
USR-00253,YouTube,Premium AI-Plus,Personalized Story Ending,Happy,Smart Glasses,Movies,North America,Medium,82,69,0.2825,30.99,9.39,1,2
USR-00254,YouTube,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Gaming,Asia Pacific,High,75,89,0.1014,1.21,8.0,3,3
USR-00255,YouTube,Standard,AI-Generated Summary,Energetic,Foldable Phone,Movies,North America,Medium,74,87,0.1408,9.31,8.24,1,3
USR-00256,Disney+ AI,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Education,Europe,Low,58,83,0.4439,1.91,6.62,4,1
USR-00257,Prime Video,Premium AI-Plus,Virtual Background Sync,Anxious,Smart Glasses,Education,North America,High,100,108,0.3598,24.25,10.0,5,5
USR-00258,Netflix,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Movies,Latin America,Low,82,59,0.0342,9.93,8.11,1,4
USR-00259,Netflix,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,Latin America,Medium,85,82,0.5387,11.59,8.78,27,1
USR-00260,TikTok,Premium AI-Plus,Mood-Based Playlist,Bored,AI-Integrated TV,Gaming,Europe,High,41,200,0.1978,20.07,4.78,6,7
USR-00261,Netflix,Premium AI-Plus,Mood-Based Playlist,Happy,Smart Glasses,Shorts,North America,Low,58,82,0.1509,26.77,6.85,27,4
USR-00262,Prime Video,Premium AI-Plus,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Asia Pacific,Low,85,70,0.3254,29.32,9.03,23,3
USR-00263,YouTube,Ad-Supported,Personalized Story Ending,Happy,Apple Vision Pro,Education,Middle East & Africa,High,74,83,0.1263,2.14,8.17,4,3
USR-00264,Netflix,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Latin America,Low,41,74,0.2129,1.73,4.62,1,1
USR-00265,Apple TV+,Ad-Supported,Virtual Background Sync,Happy,Foldable Phone,Shorts,Europe,Medium,64,79,0.2336,1.13,6.83,26,2
USR-00266,Netflix,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,North America,Low,72,102,0.2181,11.31,7.7,1,3
USR-00267,YouTube,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Movies,North America,Medium,58,94,0.3685,13.93,6.71,1,4
USR-00268,Netflix,Ad-Supported,Mood-Based Playlist,Stressed,AI-Integrated TV,Education,Europe,High,51,99,0.3609,1.18,6.03,4,1
USR-00269,Netflix,Premium AI-Plus,AI-Generated Summary,Happy,Smart Glasses,Gaming,Asia Pacific,High,99,123,0.3179,33.45,9.65,4,4
USR-00270,Netflix,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,Europe,Medium,79,79,0.2557,2.79,8.19,26,3
USR-00271,Netflix,Standard,Virtual Background Sync,Stressed,Foldable Phone,Movies,Latin America,Medium,58,145,0.0894,14.19,6.01,2,5
USR-00272,Netflix,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Education,Europe,Low,100,100,0.4243,21.14,9.95,5,4
USR-00273,Netflix,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Movies,North America,Medium,69,128,0.3075,14.53,6.72,1,2
USR-00274,TikTok,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,North America,High,78,109,0.2471,9.67,8.71,36,4
USR-00275,TikTok,Ad-Supported,Mood-Based Playlist,Stressed,Foldable Phone,Movies,Europe,High,71,148,0.2331,3.66,7.64,2,6
USR-00276,YouTube,Ad-Supported,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Middle East & Africa,Medium,84,96,0.2556,4.65,8.75,32,2
USR-00277,YouTube,Standard,Personalized Story Ending,Happy,Foldable Phone,Shorts,Middle East & Africa,Low,77,85,0.1646,14.77,8.61,28,5
USR-00278,YouTube,Standard,AI-Generated Summary,Anxious,Apple Vision Pro,Movies,Asia Pacific,Medium,44,50,0.4632,15.64,5.13,1,5
USR-00279,Prime Video,Ad-Supported,AI-Generated Summary,Bored,Apple Vision Pro,Shorts,Asia Pacific,High,55,155,0.4572,4.14,5.6,52,5
USR-00280,Prime Video,Premium AI-Plus,Mood-Based Playlist,Anxious,AI-Integrated TV,Shorts,Europe,Medium,74,45,0.5976,20.33,8.22,15,1
USR-00281,Netflix,Standard,AI-Generated Summary,Stressed,Foldable Phone,Gaming,North America,Medium,84,226,0.4237,11.19,8.24,6,4
USR-00282,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Happy,Apple Vision Pro,Shorts,Asia Pacific,Medium,100,66,0.1143,22.65,10.0,22,2
USR-00283,YouTube,Standard,Virtual Background Sync,Stressed,Foldable Phone,Education,Asia Pacific,Low,48,158,0.401,11.68,4.96,7,7
USR-00284,YouTube,Premium AI-Plus,AI-Generated Summary,Energetic,Smart Glasses,Movies,Europe,Medium,46,107,0.476,24.81,4.73,1,3
USR-00285,TikTok,Ad-Supported,Virtual Background Sync,Stressed,Apple Vision Pro,Movies,Latin America,Low,87,157,0.3073,3.8,8.87,2,5
USR-00286,YouTube,Ad-Supported,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,Middle East & Africa,Low,46,98,0.183,1.59,5.81,1,3
USR-00287,Netflix,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Movies,Europe,Low,81,152,0.0818,26.74,8.5,2,6
USR-00288,YouTube,Premium AI-Plus,Mood-Based Playlist,Anxious,Apple Vision Pro,Shorts,Asia Pacific,Medium,52,101,0.4461,22.39,5.67,34,3
USR-00289,TikTok,Standard,Mood-Based Playlist,Stressed,Smart Glasses,Movies,North America,High,30,143,0.1878,10.46,3.34,2,4
USR-00290,Netflix,Ad-Supported,Personalized Story Ending,Energetic,AI-Integrated TV,Movies,Asia Pacific,Low,64,75,0.4059,0.84,6.83,1,1
USR-00291,Prime Video,Ad-Supported,Mood-Based Playlist,Energetic,Smart Glasses,Movies,Asia Pacific,Medium,59,109,0.1068,1.13,6.36,1,2
USR-00292,Netflix,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Shorts,Asia Pacific,High,92,72,0.2932,26.05,9.31,24,4
USR-00293,Apple TV+,Premium AI-Plus,Personalized Story Ending,Stressed,AI-Integrated TV,Gaming,Asia Pacific,High,65,173,0.077,28.29,7.25,5,7
USR-00294,Netflix,Ad-Supported,AI-Generated Summary,Anxious,Foldable Phone,Shorts,Asia Pacific,Medium,65,61,0.1363,5.05,6.83,20,1
USR-00295,Prime Video,Ad-Supported,AI-Generated Summary,Energetic,Apple Vision Pro,Education,Asia Pacific,Medium,63,132,0.0996,3.22,6.82,6,4
USR-00296,Prime Video,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Movies,North America,Low,71,127,0.369,13.02,7.69,1,4
USR-00297,Apple TV+,Standard,Personalized Story Ending,Bored,Foldable Phone,Shorts,North America,High,55,154,0.5437,13.78,6.92,51,4
USR-00298,Prime Video,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Movies,Asia Pacific,Medium,51,208,0.1106,10.97,5.79,2,7
USR-00299,Disney+ AI,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Gaming,Latin America,Medium,69,178,0.4575,15.8,7.83,5,7
USR-00300,TikTok,Premium AI-Plus,AI-Generated Summary,Energetic,Apple Vision Pro,Movies,North America,Low,89,58,0.3699,28.59,9.85,1,1
USR-00301,Disney+ AI,Ad-Supported,Mood-Based Playlist,Energetic,Apple Vision Pro,Education,North America,Low,59,123,0.1639,3.31,6.49,6,4
USR-00302,Netflix,Standard,Virtual Background Sync,Happy,Foldable Phone,Gaming,Latin America,Low,64,49,0.2033,11.98,6.61,1,3
USR-00303,TikTok,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Shorts,Europe,Low,69,81,0.5262,9.68,7.24,27,2
USR-00304,TikTok,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,Asia Pacific,High,31,131,0.2346,14.4,3.94,44,4
USR-00305,Prime Video,Premium AI-Plus,Virtual Background Sync,Happy,Foldable Phone,Shorts,Asia Pacific,Low,69,120,0.247,26.55,7.2,40,3
USR-00306,YouTube,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,North America,Low,73,166,0.1241,13.07,8.0,2,5
USR-00307,YouTube,Standard,AI-Generated Summary,Happy,Foldable Phone,Education,Asia Pacific,Medium,34,82,0.3098,12.98,3.46,4,2
USR-00308,TikTok,Ad-Supported,Personalized Story Ending,Stressed,Apple Vision Pro,Gaming,Asia Pacific,Medium,28,159,0.1812,5.78,3.56,5,8
USR-00309,YouTube,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Movies,Europe,Medium,33,131,0.2658,10.83,3.58,1,3
USR-00310,Netflix,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Movies,Europe,Low,58,116,0.3954,0.07,5.71,1,4
USR-00311,YouTube,Ad-Supported,AI-Generated Summary,Energetic,AI-Integrated TV,Movies,Asia Pacific,High,78,133,0.2675,5.05,8.14,1,4
USR-00312,YouTube,Standard,Personalized Story Ending,Stressed,Apple Vision Pro,Gaming,Middle East & Africa,High,57,142,0.1484,9.16,6.75,4,5
USR-00313,YouTube,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,North America,Medium,92,117,0.6083,11.71,9.66,39,7
USR-00314,YouTube,Premium AI-Plus,Personalized Story Ending,Anxious,Smart Glasses,Gaming,North America,Low,48,73,0.0783,32.23,5.69,2,3
USR-00315,YouTube,Standard,Mood-Based Playlist,Happy,Foldable Phone,Movies,Europe,Medium,82,38,0.27,14.22,9.02,1,2
USR-00316,YouTube,Premium AI-Plus,Personalized Story Ending,Anxious,Foldable Phone,Education,Middle East & Africa,High,62,70,0.2705,32.82,6.56,3,4
USR-00317,YouTube,Ad-Supported,Mood-Based Playlist,Stressed,AI-Integrated TV,Movies,Middle East & Africa,Low,36,157,0.1299,5.87,4.35,2,5
USR-00318,TikTok,Standard,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Movies,Asia Pacific,Medium,62,48,0.4876,14.57,6.75,1,6
USR-00319,YouTube,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Education,North America,Low,100,141,0.253,20.78,10.0,6,6
USR-00320,Apple TV+,Standard,AI-Generated Summary,Stressed,Foldable Phone,Gaming,Asia Pacific,Low,78,128,0.0644,15.01,8.27,4,4
USR-00321,Prime Video,Premium AI-Plus,Personalized Story Ending,Stressed,Foldable Phone,Shorts,Asia Pacific,Medium,71,164,0.1768,24.56,7.64,55,3
USR-00322,YouTube,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Education,Asia Pacific,Medium,65,57,0.3111,9.08,7.03,3,1
USR-00323,YouTube,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,North America,Medium,66,109,0.4682,1.16,7.38,1,7
USR-00324,TikTok,Standard,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Movies,Asia Pacific,Medium,76,84,0.3364,13.43,8.2,1,1
USR-00325,Prime Video,Ad-Supported,Mood-Based Playlist,Anxious,Apple Vision Pro,Movies,North America,Low,54,90,0.1267,2.63,5.93,1,1
USR-00326,TikTok,Ad-Supported,Mood-Based Playlist,Stressed,AI-Integrated TV,Movies,Latin America,Low,72,180,0.3171,3.93,7.77,2,7
USR-00327,Prime Video,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Gaming,Middle East & Africa,Low,75,155,0.2944,5.71,7.86,4,5
USR-00328,TikTok,Ad-Supported,Virtual Background Sync,Anxious,AI-Integrated TV,Shorts,Asia Pacific,Medium,46,115,0.2482,4.43,4.63,38,5
USR-00329,TikTok,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,Latin America,Low,83,150,0.6331,10.24,8.8,50,5
USR-00330,YouTube,Premium AI-Plus,Mood-Based Playlist,Energetic,Apple Vision Pro,Gaming,North America,Medium,91,16,0.039,33.14,8.99,1,1
USR-00331,Disney+ AI,Standard,AI-Generated Summary,Anxious,Apple Vision Pro,Movies,Latin America,High,33,62,0.1436,13.52,3.8,1,1
USR-00332,Netflix,Premium AI-Plus,Personalized Story Ending,Energetic,AI-Integrated TV,Movies,Asia Pacific,High,74,144,0.1617,22.06,8.73,2,4
USR-00333,Disney+ AI,Standard,Personalized Story Ending,Happy,Foldable Phone,Shorts,Europe,High,81,107,0.3165,9.41,9.05,36,1
USR-00334,Prime Video,Ad-Supported,Personalized Story Ending,Happy,Apple Vision Pro,Gaming,North America,Medium,86,71,0.0488,2.55,9.26,2,1
USR-00335,Netflix,Ad-Supported,AI-Generated Summary,Anxious,Smart Glasses,Shorts,North America,High,65,91,0.3036,3.4,7.0,30,5
USR-00336,TikTok,Premium AI-Plus,Virtual Background Sync,Happy,AI-Integrated TV,Education,Latin America,High,49,104,0.3427,27.45,5.49,5,2
USR-00337,Netflix,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Education,Asia Pacific,Medium,57,102,0.1777,15.88,5.59,5,4
USR-00338,Disney+ AI,Premium AI-Plus,AI-Generated Summary,Anxious,AI-Integrated TV,Gaming,North America,Medium,36,143,0.362,27.89,3.89,4,5
USR-00339,Netflix,Ad-Supported,Real-time Voice Dubbing,Happy,AI-Integrated TV,Gaming,Asia Pacific,Low,59,99,0.4175,2.24,6.76,3,4
USR-00340,Apple TV+,Standard,AI-Generated Summary,Stressed,Apple Vision Pro,Shorts,Europe,High,64,208,0.492,9.82,6.45,69,7
USR-00341,Netflix,Premium AI-Plus,Personalized Story Ending,Happy,AI-Integrated TV,Education,North America,Medium,64,109,0.2909,27.26,6.79,5,4
