Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
YouTube,Standard,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,Europe,Medium,52,155,0.1674,2.25,7.4,3,2
Prime Video,Standard,AI-Generated Summary,Bored,Foldable Phone,Movies,Asia Pacific,Low,90,147,0.0543,24.15,8.78,1,5
Disney+ AI,Ad-Supported,Mood-Based Playlist,Bored,AI-Integrated TV,Shorts,Asia Pacific,High,68,226,0.3618,11.12,9.1,1,3
YouTube,Ad-Supported,Personalized Story Ending,Anxious,Smart Glasses,Shorts,Europe,Medium,31,198,0.3225,12.73,7.99,3,5
Netflix,Standard,Mood-Based Playlist,Energetic,Apple Vision Pro,Shorts,Latin America,Low,63,46,0.0025,1.95,8.27,2,6
Prime Video,Standard,Mood-Based Playlist,Stressed,Smart Glasses,Shorts,North America,High,85,91,0.3527,16.48,8.71,1,5
TikTok,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Movies,Asia Pacific,Medium,73,150,0.3776,11.12,10.0,1,1
TikTok,Premium AI-Plus,AI-Generated Summary,Happy,Smart Glasses,Gaming,Latin America,Medium,66,103,0.0625,15.88,8.65,1,7
YouTube,Premium AI-Plus,AI-Generated Summary,Stressed,Foldable Phone,Gaming,Latin America,High,47,69,0.1527,0.0,8.83,1,5
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Anxious,Foldable Phone,Shorts,Middle East & Africa,Medium,83,84,0.0025,11.14,8.89,28,6
YouTube,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Shorts,Europe,High,50,116,0.0965,16.71,9.54,2,1
Netflix,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Movies,Middle East & Africa,Low,62,213,0.2829,15.83,8.95,1,1
YouTube,Standard,Virtual Background Sync,Bored,Apple Vision Pro,Shorts,North America,Medium,77,97,0.3415,0.0,7.25,1,6
Netflix,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,North America,Medium,94,166,0.125,16.93,6.41,1,1
YouTube,Ad-Supported,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Asia Pacific,Medium,90,219,0.458,0.58,9.93,1,5
Prime Video,Standard,Mood-Based Playlist,Bored,Foldable Phone,Gaming,Latin America,High,82,221,0.3512,5.23,7.68,1,5
Prime Video,Premium AI-Plus,AI-Generated Summary,Happy,Apple Vision Pro,Movies,Europe,Low,67,99,0.6247,11.35,9.13,1,6
YouTube,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Education,Asia Pacific,Medium,78,172,0.4513,6.86,8.15,2,5
Apple TV+,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Gaming,Latin America,Low,94,204,0.2734,10.77,7.23,3,5
Apple TV+,Premium AI-Plus,AI-Generated Summary,Bored,AI-Integrated TV,Shorts,Latin America,High,53,270,0.1575,18.01,9.08,1,4
Prime Video,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,Middle East & Africa,High,63,165,0.0347,21.4,2.94,64,7
Netflix,Ad-Supported,Virtual Background Sync,Anxious,Apple Vision Pro,Gaming,Middle East & Africa,Medium,78,172,0.2493,21.63,7.89,2,5
YouTube,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Education,Middle East & Africa,High,11,44,0.1896,3.61,7.34,3,5
TikTok,Standard,Virtual Background Sync,Anxious,AI-Integrated TV,Shorts,Europe,Low,88,168,0.1917,20.13,7.31,1,5
Netflix,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Gaming,Asia Pacific,High,58,130,0.1931,16.48,9.2,4,5
YouTube,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Shorts,Latin America,Low,44,195,0.106,14.01,7.62,5,5
Netflix,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Low,75,153,0.008,9.58,10.0,2,1
YouTube,Standard,Real-time Voice Dubbing,Anxious,Smart Glasses,Shorts,Middle East & Africa,High,73,55,0.0025,15.74,10.0,11,5
TikTok,Ad-Supported,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,Europe,Low,57,167,0.0641,17.53,7.28,2,7
Disney+ AI,Standard,AI-Generated Summary,Happy,Foldable Phone,Education,North America,High,95,108,0.2439,22.23,10.0,1,6
YouTube,Ad-Supported,AI-Generated Summary,Energetic,Foldable Phone,Movies,Latin America,Low,94,127,0.2435,14.94,7.05,1,3
Netflix,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Education,Europe,Medium,54,112,0.3474,9.61,8.17,1,7
YouTube,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Gaming,Latin America,High,97,148,0.1428,10.87,7.57,1,4
Apple TV+,Standard,Mood-Based Playlist,Energetic,Apple Vision Pro,Gaming,North America,High,66,209,0.215,14.58,6.21,6,5
Netflix,Standard,AI-Generated Summary,Happy,Smart Glasses,Gaming,Asia Pacific,Medium,93,90,0.0349,13.87,8.25,1,4
Apple TV+,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,Europe,Low,75,79,0.4808,20.05,7.61,1,5
Prime Video,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Europe,Medium,67,116,0.1718,13.67,7.5,81,1
YouTube,Standard,AI-Generated Summary,Bored,Apple Vision Pro,Gaming,Europe,Medium,77,88,0.0816,11.87,10.0,1,6
TikTok,Ad-Supported,Virtual Background Sync,Happy,Apple Vision Pro,Movies,Middle East & Africa,Medium,60,103,0.8469,14.86,9.32,1,6
YouTube,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Movies,Latin America,Medium,86,229,0.2158,34.99,7.28,2,1
Netflix,Standard,Personalized Story Ending,Bored,Smart Glasses,Movies,Europe,Medium,68,64,0.2613,0.1,9.9,1,3
YouTube,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Movies,Middle East & Africa,Medium,96,243,0.1449,21.52,9.27,1,5
Disney+ AI,Ad-Supported,Virtual Background Sync,Stressed,Foldable Phone,Gaming,Middle East & Africa,Medium,62,129,0.13,11.98,7.78,2,6
Netflix,Premium AI-Plus,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,Europe,Medium,76,136,0.348,34.99,7.02,3,6
YouTube,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,North America,Low,46,111,0.0597,18.52,9.29,1,6
YouTube,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Gaming,Asia Pacific,Medium,88,70,0.0576,33.0,6.91,1,2
Netflix,Premium AI-Plus,Mood-Based Playlist,Energetic,Smart Glasses,Gaming,Middle East & Africa,Medium,40,132,0.0607,15.63,6.43,1,5
Prime Video,Standard,Real-time Voice Dubbing,Bored,Foldable Phone,Gaming,Middle East & Africa,High,100,67,0.3102,22.05,9.59,1,1
Prime Video,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Shorts,Europe,High,83,104,0.0486,17.64,10.0,5,3
Prime Video,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Education,Middle East & Africa,High,72,71,0.1455,27.46,5.21,1,4
Prime Video,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,Middle East & Africa,High,40,159,0.1266,13.39,2.95,53,3
YouTube,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Education,Europe,Low,67,122,0.1755,13.49,10.0,1,5
YouTube,Standard,Personalized Story Ending,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Medium,81,166,0.2767,17.24,8.46,3,6
TikTok,Standard,Mood-Based Playlist,Bored,AI-Integrated TV,Shorts,Europe,Medium,59,210,0.2056,15.33,8.88,4,6
YouTube,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Europe,Medium,92,189,0.0141,14.5,9.58,2,3
Apple TV+,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Shorts,Middle East & Africa,Low,73,213,0.1096,34.05,8.89,6,1
YouTube,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Gaming,North America,Low,94,205,0.1719,24.43,8.44,3,4
TikTok,Standard,Virtual Background Sync,Stressed,Foldable Phone,Movies,Asia Pacific,Low,87,96,0.0703,20.32,7.06,1,4
YouTube,Premium AI-Plus,Virtual Background Sync,Energetic,Foldable Phone,Education,Europe,High,87,198,0.4196,33.41,4.59,1,2
Prime Video,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Movies,Europe,High,66,213,0.0697,9.08,9.93,2,1
YouTube,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Asia Pacific,Low,85,125,0.152,7.39,8.35,41,5
Apple TV+,Standard,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Asia Pacific,Low,100,96,0.3777,15.25,8.9,1,6
Prime Video,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,Middle East & Africa,Medium,65,98,0.2607,8.84,9.1,1,6
YouTube,Premium AI-Plus,Mood-Based Playlist,Anxious,Apple Vision Pro,Movies,Asia Pacific,High,87,98,0.1084,3.35,6.79,1,3
Prime Video,Ad-Supported,Virtual Background Sync,Energetic,Apple Vision Pro,Education,Middle East & Africa,High,59,145,0.0753,13.26,9.05,3,1
Disney+ AI,Standard,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,Asia Pacific,Low,82,67,0.0025,30.1,9.5,2,4
Netflix,Standard,Mood-Based Playlist,Bored,Foldable Phone,Gaming,North America,Low,84,193,0.3462,14.14,10.0,20,7
Netflix,Ad-Supported,Virtual Background Sync,Anxious,Foldable Phone,Shorts,Europe,Low,71,213,0.4943,31.01,7.87,30,3
YouTube,Standard,Personalized Story Ending,Anxious,Smart Glasses,Movies,Latin America,Medium,64,86,0.1366,34.99,4.77,1,5
YouTube,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,Asia Pacific,Medium,63,119,0.2371,2.99,6.98,2,5
Prime Video,Standard,Mood-Based Playlist,Anxious,Smart Glasses,Movies,Asia Pacific,Low,73,179,0.2513,14.73,8.46,1,3
Apple TV+,Ad-Supported,Mood-Based Playlist,Energetic,Foldable Phone,Movies,Middle East & Africa,Low,30,61,0.2996,26.58,3.48,1,6
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Shorts,North America,Low,74,94,0.084,28.01,9.51,1,1
Apple TV+,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Shorts,Middle East & Africa,Medium,35,204,0.0993,28.93,9.66,1,1
Prime Video,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Asia Pacific,High,45,142,0.0929,13.44,7.94,56,1
Netflix,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Asia Pacific,Medium,82,43,0.1416,31.76,3.39,16,6
Netflix,Ad-Supported,Virtual Background Sync,Anxious,AI-Integrated TV,Education,Asia Pacific,High,92,157,0.1578,16.11,9.11,1,2
Netflix,Standard,Virtual Background Sync,Anxious,Smart Glasses,Gaming,Middle East & Africa,Low,61,231,0.1752,12.79,8.43,1,5
TikTok,Ad-Supported,AI-Generated Summary,Anxious,Apple Vision Pro,Shorts,Asia Pacific,High,50,111,0.3205,2.08,8.15,1,3
YouTube,Standard,Personalized Story Ending,Stressed,Foldable Phone,Education,North America,Medium,86,161,0.0325,7.95,10.0,1,4
TikTok,Premium AI-Plus,AI-Generated Summary,Anxious,Foldable Phone,Shorts,Asia Pacific,Low,24,116,0.3459,14.38,8.48,2,5
YouTube,Standard,Mood-Based Playlist,Happy,Foldable Phone,Gaming,Asia Pacific,High,85,208,0.2615,13.8,8.17,1,5
YouTube,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Movies,Europe,Medium,42,134,0.2079,0.89,5.53,5,5
Apple TV+,Standard,Personalized Story Ending,Stressed,AI-Integrated TV,Shorts,North America,High,72,222,0.1744,27.41,9.68,3,3
YouTube,Ad-Supported,Virtual Background Sync,Happy,Smart Glasses,Movies,Latin America,Medium,53,142,0.2844,0.0,7.04,1,5
TikTok,Ad-Supported,AI-Generated Summary,Energetic,Foldable Phone,Shorts,Europe,High,52,64,0.3338,3.41,9.24,1,1
YouTube,Ad-Supported,Personalized Story Ending,Happy,Foldable Phone,Shorts,Asia Pacific,Low,40,91,0.1707,20.14,8.32,1,2
Netflix,Standard,Real-time Voice Dubbing,Energetic,Smart Glasses,Shorts,Middle East & Africa,High,36,150,0.2869,5.49,3.45,15,2
Prime Video,Standard,Mood-Based Playlist,Happy,Foldable Phone,Education,Asia Pacific,High,100,134,0.2342,10.29,1.22,67,5
Netflix,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Gaming,Middle East & Africa,Low,76,144,0.14,14.3,7.95,78,1
Netflix,Ad-Supported,Mood-Based Playlist,Bored,Foldable Phone,Movies,Europe,Low,57,16,0.3065,16.62,9.48,1,5
Netflix,Standard,Real-time Voice Dubbing,Happy,Apple Vision Pro,Education,Asia Pacific,Low,71,25,0.0025,28.16,9.11,78,6
YouTube,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,Europe,High,55,64,0.0531,11.88,9.59,1,6
YouTube,Standard,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Shorts,Europe,High,26,83,0.2287,0.62,4.59,2,1
Prime Video,Ad-Supported,AI-Generated Summary,Energetic,Foldable Phone,Education,North America,High,100,105,0.0953,22.3,9.69,36,4
Disney+ AI,Standard,Personalized Story Ending,Bored,Foldable Phone,Movies,Europe,Medium,93,139,0.2028,22.16,8.66,33,6
YouTube,Ad-Supported,Personalized Story Ending,Anxious,Foldable Phone,Education,Europe,Low,81,95,0.3687,8.86,7.9,1,6
Prime Video,Ad-Supported,Personalized Story Ending,Bored,Foldable Phone,Shorts,North America,Low,73,142,0.0187,12.26,9.66,1,6
TikTok,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Shorts,Europe,High,76,71,0.5879,12.33,8.77,5,5
YouTube,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Movies,Asia Pacific,Low,83,218,0.0242,16.33,4.14,1,1
YouTube,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Shorts,Europe,Medium,98,218,0.1364,2.19,7.21,1,5
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,Latin America,Low,67,142,0.1212,22.72,9.21,39,2
Netflix,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,North America,Low,73,215,0.2685,9.1,9.26,1,5
Netflix,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Gaming,Europe,High,78,178,0.2993,16.77,8.71,1,5
Disney+ AI,Standard,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Gaming,North America,Low,59,106,0.0747,13.76,8.63,2,4
TikTok,Ad-Supported,Virtual Background Sync,Bored,Smart Glasses,Education,Asia Pacific,High,100,112,0.3997,15.04,9.49,1,6
TikTok,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Education,Latin America,Medium,95,134,0.0896,14.56,6.35,40,6
Apple TV+,Premium AI-Plus,Virtual Background Sync,Anxious,AI-Integrated TV,Movies,Europe,Medium,75,148,0.3066,17.91,10.0,1,6
YouTube,Standard,Virtual Background Sync,Anxious,AI-Integrated TV,Gaming,Middle East & Africa,High,85,196,0.2574,14.17,9.03,1,5
YouTube,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,Europe,Medium,57,191,0.0213,15.44,10.0,1,2
Prime Video,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Movies,Middle East & Africa,Medium,26,98,0.1986,14.8,5.08,1,7
YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,North America,Medium,94,134,0.2009,13.56,6.76,1,1
Disney+ AI,Premium AI-Plus,Virtual Background Sync,Bored,AI-Integrated TV,Gaming,North America,Low,38,216,0.368,10.66,4.65,2,5
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Smart Glasses,Gaming,North America,Low,52,245,0.2582,24.41,10.0,35,5
YouTube,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Shorts,Europe,High,100,127,0.3804,33.37,10.0,24,6
YouTube,Standard,Virtual Background Sync,Anxious,AI-Integrated TV,Movies,North America,High,77,198,0.3376,20.23,8.01,1,5
YouTube,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,Middle East & Africa,High,59,185,0.1686,25.98,8.68,2,3
YouTube,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Shorts,Europe,High,81,50,0.1371,16.18,8.24,1,2
Apple TV+,Premium AI-Plus,Virtual Background Sync,Energetic,AI-Integrated TV,Movies,Europe,Medium,79,118,0.1987,5.6,3.54,5,1
Netflix,Standard,Virtual Background Sync,Anxious,Foldable Phone,Shorts,Europe,Low,59,223,0.0679,9.11,8.69,2,3
TikTok,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Education,Asia Pacific,Medium,50,35,0.0415,8.49,10.0,39,4
Netflix,Standard,Virtual Background Sync,Stressed,Foldable Phone,Movies,Europe,Medium,42,204,0.0025,11.95,8.5,2,5
YouTube,Premium AI-Plus,Personalized Story Ending,Happy,Foldable Phone,Shorts,Latin America,Low,32,153,0.1419,12.1,10.0,1,5
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Bored,Smart Glasses,Shorts,Middle East & Africa,Low,52,209,0.4583,15.71,7.58,1,6
Netflix,Standard,AI-Generated Summary,Bored,Apple Vision Pro,Movies,Middle East & Africa,Low,59,157,0.0025,26.0,10.0,49,3
Disney+ AI,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Movies,Asia Pacific,Low,88,277,0.1644,11.41,8.03,17,6
YouTube,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Gaming,Middle East & Africa,Medium,42,159,0.2851,31.93,5.5,2,1
Netflix,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Education,Asia Pacific,Medium,68,200,0.8637,24.7,9.12,1,4
YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Education,Europe,High,67,103,0.1598,24.59,10.0,4,6
Netflix,Ad-Supported,AI-Generated Summary,Energetic,Foldable Phone,Gaming,Asia Pacific,Medium,89,146,0.0025,10.86,7.58,1,1
YouTube,Premium AI-Plus,Personalized Story Ending,Anxious,Smart Glasses,Shorts,Middle East & Africa,Medium,85,114,0.8637,31.26,10.0,1,6
YouTube,Standard,AI-Generated Summary,Bored,Apple Vision Pro,Gaming,Europe,High,25,199,0.1395,6.02,6.61,59,3
YouTube,Standard,Real-time Voice Dubbing,Energetic,Foldable Phone,Gaming,North America,High,65,98,0.1838,9.03,5.14,1,5
Prime Video,Ad-Supported,AI-Generated Summary,Anxious,Apple Vision Pro,Movies,Middle East & Africa,Low,52,43,0.134,14.91,8.15,12,5
YouTube,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Education,Asia Pacific,High,73,203,0.3035,11.83,6.02,2,8
Netflix,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Education,Asia Pacific,Medium,100,137,0.331,0.0,9.13,1,4
TikTok,Ad-Supported,Virtual Background Sync,Happy,Foldable Phone,Shorts,Europe,Low,76,36,0.0025,23.42,8.57,1,2
TikTok,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Movies,Europe,Low,53,204,0.1431,10.4,9.13,70,4
Prime Video,Standard,AI-Generated Summary,Energetic,Foldable Phone,Movies,Asia Pacific,High,17,263,0.135,10.43,8.28,2,5
Apple TV+,Standard,Real-time Voice Dubbing,Anxious,Smart Glasses,Shorts,Europe,Medium,88,270,0.2074,21.92,8.05,1,3
Netflix,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Latin America,High,99,230,0.2872,12.19,7.59,32,4
TikTok,Ad-Supported,Virtual Background Sync,Happy,Foldable Phone,Education,Latin America,Low,75,164,0.1773,12.77,9.15,5,6
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Bored,Smart Glasses,Shorts,Asia Pacific,Medium,46,93,0.1238,32.53,7.76,1,5
TikTok,Ad-Supported,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,Latin America,Medium,81,64,0.2328,15.82,7.79,1,6
Disney+ AI,Premium AI-Plus,Virtual Background Sync,Stressed,Foldable Phone,Movies,Asia Pacific,Low,92,125,0.5245,21.09,8.57,1,5
YouTube,Ad-Supported,AI-Generated Summary,Bored,AI-Integrated TV,Movies,Asia Pacific,Low,82,122,0.148,13.56,8.3,1,5
YouTube,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Shorts,Europe,High,55,248,0.3044,2.25,6.72,1,3
YouTube,Ad-Supported,AI-Generated Summary,Anxious,AI-Integrated TV,Education,Latin America,High,42,133,0.0558,14.42,8.33,1,7
Netflix,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Gaming,Latin America,High,100,94,0.096,34.99,7.66,54,3
Disney+ AI,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Movies,Europe,Medium,98,71,0.3648,24.63,6.12,1,4
Prime Video,Premium AI-Plus,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Movies,Europe,High,49,123,0.0425,31.25,6.4,1,7
YouTube,Standard,Mood-Based Playlist,Bored,Foldable Phone,Shorts,Latin America,High,68,86,0.1001,3.71,8.82,1,3
Disney+ AI,Premium AI-Plus,Personalized Story Ending,Anxious,AI-Integrated TV,Shorts,Europe,Medium,79,147,0.1039,22.18,9.97,64,4
Prime Video,Standard,AI-Generated Summary,Stressed,Apple Vision Pro,Shorts,Asia Pacific,High,52,98,0.2504,7.29,5.92,1,6
Netflix,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,Asia Pacific,Low,73,178,0.2502,2.32,9.35,1,6
YouTube,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Shorts,Europe,Low,74,147,0.2253,24.9,8.88,2,6
TikTok,Standard,Virtual Background Sync,Stressed,Apple Vision Pro,Movies,North America,Low,60,93,0.0652,20.57,8.6,1,4
YouTube,Premium AI-Plus,Virtual Background Sync,Anxious,Apple Vision Pro,Education,Asia Pacific,Low,98,90,0.0112,12.79,9.17,24,6
Prime Video,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Movies,Asia Pacific,Low,81,214,0.3268,10.37,10.0,1,2
Apple TV+,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,North America,Medium,72,126,0.0649,10.85,10.0,1,1
Netflix,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Asia Pacific,Low,94,209,0.3165,16.61,9.72,1,5
YouTube,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Movies,Middle East & Africa,Medium,39,119,0.0061,13.53,7.66,57,2
YouTube,Premium AI-Plus,AI-Generated Summary,Energetic,AI-Integrated TV,Gaming,North America,Medium,83,99,0.1232,6.64,10.0,1,5
Disney+ AI,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,Europe,Medium,77,200,0.1343,15.6,10.0,1,7
Disney+ AI,Premium AI-Plus,AI-Generated Summary,Anxious,Apple Vision Pro,Shorts,Europe,Low,63,90,0.3725,14.78,7.72,1,5
Prime Video,Standard,AI-Generated Summary,Stressed,Smart Glasses,Movies,Asia Pacific,Medium,100,251,0.2554,15.1,9.78,1,3
YouTube,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Movies,Europe,Low,100,118,0.0943,17.2,7.34,36,4
YouTube,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,Middle East & Africa,High,55,182,0.0358,10.13,8.91,74,1
Prime Video,Standard,AI-Generated Summary,Energetic,Foldable Phone,Education,Asia Pacific,Low,95,161,0.0535,12.51,8.07,45,2
YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Europe,High,92,192,0.3302,25.32,9.79,1,1
YouTube,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,North America,Medium,64,123,0.3439,14.34,7.9,2,5
YouTube,Standard,Real-time Voice Dubbing,Energetic,Foldable Phone,Shorts,Asia Pacific,High,76,116,0.1321,14.44,10.0,1,6
Prime Video,Standard,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Movies,Europe,High,62,151,0.1325,9.41,8.09,52,1
Apple TV+,Standard,Mood-Based Playlist,Energetic,Apple Vision Pro,Gaming,Asia Pacific,Low,72,169,0.1114,15.64,10.0,1,5
Prime Video,Standard,AI-Generated Summary,Bored,Foldable Phone,Shorts,North America,High,78,208,0.3293,31.83,8.89,3,5
YouTube,Ad-Supported,AI-Generated Summary,Stressed,Smart Glasses,Shorts,North America,High,99,115,0.4628,19.58,8.51,1,5
