Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
TikTok,Standard,Personalized Story Ending,Stressed,Apple Vision Pro,Gaming,Europe,Low,75,129,0.1928,33.15,6.25,19,2
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Movies,Europe,High,74,168,0.384,25.13,4.14,1,1
Apple TV+,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Gaming,Latin America,High,49,129,0.2375,10.83,10.0,22,1
Prime Video,Premium AI-Plus,Personalized Story Ending,Anxious,Smart Glasses,Education,North America,Medium,77,180,0.2669,17.62,7.66,26,6
Netflix,Standard,Real-time Voice Dubbing,Bored,AI-Integrated TV,Movies,Middle East & Africa,Medium,77,138,0.1139,12.89,9.07,3,3
Prime Video,Premium AI-Plus,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,Europe,Medium,77,135,0.0665,16.88,8.72,40,2
YouTube,Ad-Supported,Virtual Background Sync,Energetic,AI-Integrated TV,Movies,Europe,Low,100,128,0.4406,34.99,4.46,2,4
Prime Video,Ad-Supported,Virtual Background Sync,Bored,AI-Integrated TV,Movies,Europe,Low,25,80,0.034,22.74,8.97,1,5
YouTube,Ad-Supported,Personalized Story Ending,Bored,Smart Glasses,Movies,Europe,High,83,228,0.2334,3.5,8.65,14,6
TikTok,Ad-Supported,AI-Generated Summary,Happy,Apple Vision Pro,Gaming,Europe,Medium,66,113,0.1313,10.21,4.12,1,3
Disney+ AI,Ad-Supported,Mood-Based Playlist,Anxious,Foldable Phone,Movies,Middle East & Africa,Low,83,241,0.341,11.89,10.0,1,2
Prime Video,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Gaming,North America,High,68,48,0.2314,14.8,7.77,1,7
YouTube,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Movies,Asia Pacific,Low,88,166,0.645,13.97,7.06,25,3
Netflix,Standard,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Movies,Asia Pacific,Medium,61,97,0.1595,5.78,8.82,57,2
YouTube,Standard,AI-Generated Summary,Stressed,Apple Vision Pro,Gaming,Latin America,Low,70,67,0.15,4.0,9.27,3,2
TikTok,Standard,AI-Generated Summary,Energetic,Foldable Phone,Shorts,Europe,Low,68,150,0.2381,34.99,4.58,21,4
YouTube,Standard,AI-Generated Summary,Bored,Smart Glasses,Education,Latin America,Low,69,193,0.1814,29.02,10.0,1,3
Prime Video,Ad-Supported,AI-Generated Summary,Bored,AI-Integrated TV,Movies,North America,Medium,93,213,0.4263,19.68,8.2,46,3
Disney+ AI,Ad-Supported,Virtual Background Sync,Anxious,Foldable Phone,Education,Asia Pacific,High,92,138,0.6347,24.89,7.98,1,5
Disney+ AI,Ad-Supported,Mood-Based Playlist,Anxious,AI-Integrated TV,Education,Latin America,Low,89,92,0.7568,13.58,8.79,2,3
Apple TV+,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Shorts,Middle East & Africa,High,47,44,0.2659,14.96,7.54,16,6
Netflix,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,Europe,Low,82,187,0.2426,13.83,6.05,24,4
Netflix,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,Middle East & Africa,High,55,101,0.4335,6.72,6.51,35,5
YouTube,Premium AI-Plus,Virtual Background Sync,Happy,Foldable Phone,Shorts,Latin America,High,88,103,0.04,5.1,9.29,1,8
Prime Video,Premium AI-Plus,AI-Generated Summary,Energetic,AI-Integrated TV,Movies,North America,Medium,90,94,0.3043,34.99,6.34,1,7
Netflix,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,North America,Medium,93,172,0.5367,12.76,5.84,2,5
Disney+ AI,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Shorts,Asia Pacific,Medium,97,85,0.4111,33.13,9.87,2,5
Netflix,Premium AI-Plus,Mood-Based Playlist,Stressed,Apple Vision Pro,Gaming,Asia Pacific,Medium,79,78,0.3775,34.34,9.85,1,2
Apple TV+,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Education,Middle East & Africa,Low,75,83,0.2039,30.38,6.93,1,7
TikTok,Standard,Personalized Story Ending,Stressed,Foldable Phone,Shorts,North America,High,67,70,0.247,32.99,8.19,3,2
Apple TV+,Ad-Supported,Real-time Voice Dubbing,Anxious,Foldable Phone,Shorts,North America,Medium,65,18,0.2531,7.25,10.0,1,7
Netflix,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,Asia Pacific,High,100,107,0.2958,5.9,5.95,35,9
YouTube,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Education,Latin America,Medium,83,143,0.2325,28.44,5.08,5,6
TikTok,Ad-Supported,Personalized Story Ending,Happy,Foldable Phone,Education,Middle East & Africa,Low,60,195,0.3338,10.81,5.6,1,3
TikTok,Ad-Supported,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,Europe,Medium,66,170,0.1147,16.56,6.59,1,9
YouTube,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,Europe,Medium,100,142,0.3002,14.78,6.37,5,7
TikTok,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Gaming,Asia Pacific,Low,45,102,0.1896,15.02,9.16,2,1
YouTube,Standard,Mood-Based Playlist,Happy,Smart Glasses,Shorts,North America,Medium,85,122,0.1518,22.93,7.7,1,1
TikTok,Standard,Virtual Background Sync,Anxious,Foldable Phone,Shorts,Europe,Low,92,242,0.0335,3.06,9.89,3,3
YouTube,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,Middle East & Africa,High,48,115,0.5425,10.67,5.57,1,1
YouTube,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Education,North America,Medium,63,107,0.157,15.99,9.54,2,7
YouTube,Standard,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Shorts,Latin America,Low,27,110,0.1066,15.83,6.9,18,6
YouTube,Ad-Supported,Real-time Voice Dubbing,Bored,AI-Integrated TV,Shorts,North America,Medium,67,179,0.2316,34.99,9.14,2,2
TikTok,Premium AI-Plus,Personalized Story Ending,Happy,Foldable Phone,Shorts,Asia Pacific,High,85,115,0.1195,5.36,8.68,5,3
YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Shorts,North America,High,96,156,0.1165,33.36,10.0,1,3
YouTube,Premium AI-Plus,Personalized Story Ending,Bored,Apple Vision Pro,Shorts,Latin America,Medium,70,34,0.2871,34.99,2.9,3,2
Disney+ AI,Standard,Real-time Voice Dubbing,Anxious,Apple Vision Pro,Movies,Asia Pacific,Medium,93,41,0.065,7.2,4.01,4,2
YouTube,Premium AI-Plus,Personalized Story Ending,Anxious,Apple Vision Pro,Movies,Asia Pacific,High,100,164,0.1043,5.1,9.59,5,3
YouTube,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Education,North America,Medium,95,51,0.2497,5.67,5.58,38,3
YouTube,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,Europe,Medium,69,46,0.5022,30.48,7.52,1,2
Prime Video,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,North America,Medium,100,99,0.0871,17.13,8.34,1,3
Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Bored,Smart Glasses,Shorts,Latin America,High,92,154,0.3281,3.1,9.23,22,4
YouTube,Ad-Supported,Real-time Voice Dubbing,Bored,Apple Vision Pro,Shorts,Asia Pacific,Low,54,20,0.2287,33.39,9.16,1,4
YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,North America,High,83,118,0.3054,3.01,5.78,5,8
YouTube,Premium AI-Plus,Virtual Background Sync,Energetic,Smart Glasses,Shorts,North America,High,74,80,0.1131,15.81,6.95,14,4
TikTok,Standard,Virtual Background Sync,Energetic,Apple Vision Pro,Education,Asia Pacific,Low,97,127,0.4546,24.11,9.17,2,3
Apple TV+,Premium AI-Plus,AI-Generated Summary,Stressed,AI-Integrated TV,Movies,North America,Medium,53,136,0.2852,13.03,7.44,32,4
YouTube,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,Europe,Medium,77,112,0.1779,16.28,9.23,1,2
Netflix,Ad-Supported,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Shorts,Middle East & Africa,Medium,100,106,0.4466,15.79,8.56,1,3
Netflix,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Gaming,Middle East & Africa,Medium,66,46,0.7121,34.22,10.0,1,9
TikTok,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,North America,Medium,71,80,0.0359,18.62,6.24,1,4
Disney+ AI,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Movies,Latin America,Low,74,145,0.1098,15.36,3.44,2,4
Disney+ AI,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,Latin America,Medium,97,75,0.0805,4.61,9.35,1,6
Disney+ AI,Premium AI-Plus,Virtual Background Sync,Happy,Smart Glasses,Gaming,North America,Medium,69,184,0.0991,14.39,6.45,6,5
Apple TV+,Ad-Supported,Mood-Based Playlist,Stressed,AI-Integrated TV,Gaming,Asia Pacific,Medium,76,98,0.2247,9.19,10.0,1,8
Netflix,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Shorts,North America,Medium,74,176,0.2697,7.51,5.85,23,7
TikTok,Ad-Supported,Mood-Based Playlist,Anxious,AI-Integrated TV,Gaming,North America,High,49,65,0.3237,16.26,6.36,7,2
Disney+ AI,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Movies,North America,Low,77,241,0.3084,12.91,9.42,1,4
Netflix,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Gaming,Europe,Medium,53,151,0.0464,34.99,7.98,1,4
YouTube,Ad-Supported,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Europe,Medium,96,50,0.1277,34.99,8.79,1,5
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Happy,AI-Integrated TV,Movies,Europe,Medium,72,145,0.0828,4.3,4.66,5,3
YouTube,Ad-Supported,Virtual Background Sync,Stressed,Smart Glasses,Shorts,North America,High,87,88,0.2133,6.17,3.66,2,7
Netflix,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Shorts,Latin America,Low,95,93,0.1416,20.57,4.42,8,3
YouTube,Ad-Supported,Real-time Voice Dubbing,Bored,Apple Vision Pro,Movies,Middle East & Africa,Medium,89,104,0.4545,16.41,8.65,1,5
Prime Video,Premium AI-Plus,AI-Generated Summary,Happy,Apple Vision Pro,Movies,North America,Low,76,45,0.2919,34.99,7.05,1,5
Prime Video,Standard,AI-Generated Summary,Bored,Foldable Phone,Shorts,Asia Pacific,High,85,64,0.4583,16.48,9.69,19,5
Disney+ AI,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,Latin America,Low,100,43,0.1145,34.05,5.43,1,6
TikTok,Ad-Supported,Virtual Background Sync,Bored,Foldable Phone,Gaming,Middle East & Africa,Medium,78,106,0.0439,12.78,7.47,11,3
Netflix,Ad-Supported,Mood-Based Playlist,Anxious,Foldable Phone,Gaming,Europe,High,95,102,0.0935,10.04,6.55,1,7
Disney+ AI,Ad-Supported,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,Asia Pacific,Medium,98,71,0.197,16.27,6.29,1,3
Netflix,Standard,Virtual Background Sync,Anxious,Smart Glasses,Education,Europe,High,70,16,0.2284,16.93,8.61,2,3
Netflix,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Education,Asia Pacific,High,65,189,0.0809,17.41,6.39,30,2
TikTok,Standard,Virtual Background Sync,Energetic,Foldable Phone,Movies,Europe,Low,58,135,0.2711,32.03,10.0,1,4
Prime Video,Standard,Virtual Background Sync,Anxious,Foldable Phone,Gaming,Middle East & Africa,High,62,109,0.0948,7.32,6.26,25,3
Netflix,Ad-Supported,Personalized Story Ending,Anxious,Foldable Phone,Shorts,North America,Medium,100,92,0.2339,17.02,7.56,1,7
Disney+ AI,Premium AI-Plus,Personalized Story Ending,Anxious,AI-Integrated TV,Gaming,North America,Medium,72,83,0.4767,22.11,7.06,1,9
Netflix,Ad-Supported,Virtual Background Sync,Bored,AI-Integrated TV,Movies,Europe,High,81,182,0.1939,15.03,8.76,1,3
Prime Video,Premium AI-Plus,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,Asia Pacific,Medium,79,88,0.1989,6.09,7.47,3,6
YouTube,Ad-Supported,Personalized Story Ending,Energetic,Foldable Phone,Gaming,Asia Pacific,High,67,77,0.1647,16.46,7.61,31,5
Disney+ AI,Standard,Personalized Story Ending,Bored,Foldable Phone,Shorts,North America,High,16,41,0.0025,16.78,3.98,22,7
Apple TV+,Standard,Real-time Voice Dubbing,Anxious,Smart Glasses,Shorts,Middle East & Africa,Low,50,125,0.5915,25.93,9.97,1,5
Netflix,Standard,Virtual Background Sync,Energetic,Foldable Phone,Shorts,Europe,High,91,73,0.3004,16.42,8.12,4,1
Apple TV+,Premium AI-Plus,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Movies,Latin America,High,79,125,0.6197,1.44,6.26,4,7
YouTube,Premium AI-Plus,AI-Generated Summary,Energetic,Smart Glasses,Shorts,Asia Pacific,Medium,57,76,0.4812,12.94,8.62,1,3
YouTube,Standard,Real-time Voice Dubbing,Anxious,Apple Vision Pro,Gaming,Middle East & Africa,Medium,86,106,0.2188,5.34,5.15,1,1
TikTok,Premium AI-Plus,Personalized Story Ending,Happy,Smart Glasses,Movies,Latin America,High,73,94,0.0025,6.45,10.0,14,8
YouTube,Ad-Supported,Personalized Story Ending,Anxious,AI-Integrated TV,Shorts,Asia Pacific,Low,66,148,0.3957,2.84,9.6,1,4
Prime Video,Premium AI-Plus,Virtual Background Sync,Stressed,Smart Glasses,Education,Europe,Low,74,107,0.2758,15.49,4.86,1,1
TikTok,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Education,Latin America,Low,60,102,0.0809,4.16,6.25,1,2
Prime Video,Standard,AI-Generated Summary,Happy,Foldable Phone,Shorts,Latin America,Low,100,82,0.1559,13.57,6.5,8,6
Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Bored,Apple Vision Pro,Education,North America,Low,75,105,0.1289,32.21,8.83,1,5
YouTube,Standard,AI-Generated Summary,Stressed,Foldable Phone,Shorts,Middle East & Africa,High,96,95,0.4288,16.27,8.28,1,9
Netflix,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Gaming,Asia Pacific,Low,100,151,0.2803,13.21,6.89,2,7
YouTube,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Gaming,North America,High,61,69,0.3642,14.54,3.51,2,5
Apple TV+,Ad-Supported,Personalized Story Ending,Energetic,Apple Vision Pro,Shorts,Middle East & Africa,Medium,72,82,0.6024,3.42,5.9,1,2
YouTube,Ad-Supported,AI-Generated Summary,Energetic,AI-Integrated TV,Gaming,Middle East & Africa,Low,71,72,0.1086,3.51,9.52,1,3
Netflix,Standard,Personalized Story Ending,Energetic,Foldable Phone,Movies,Middle East & Africa,Low,89,144,0.2688,3.66,8.75,1,5
YouTube,Standard,Mood-Based Playlist,Bored,Foldable Phone,Education,Europe,High,59,113,0.3701,15.76,7.36,38,4
TikTok,Standard,Mood-Based Playlist,Bored,Smart Glasses,Shorts,Latin America,High,100,73,0.244,25.31,10.0,1,7
YouTube,Premium AI-Plus,Virtual Background Sync,Happy,AI-Integrated TV,Shorts,Asia Pacific,Medium,97,164,0.8209,34.2,4.37,2,2
YouTube,Ad-Supported,Virtual Background Sync,Anxious,AI-Integrated TV,Movies,North America,Medium,60,120,0.7604,32.03,5.21,1,4
Netflix,Ad-Supported,Virtual Background Sync,Happy,AI-Integrated TV,Shorts,Asia Pacific,High,60,145,0.1994,16.18,3.27,2,3
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Bored,Smart Glasses,Gaming,North America,Low,58,6,0.1104,17.0,7.65,6,8
YouTube,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Education,Middle East & Africa,Medium,96,38,0.1021,34.99,7.54,1,3
Netflix,Ad-Supported,Mood-Based Playlist,Energetic,Apple Vision Pro,Education,Middle East & Africa,Low,54,168,0.1209,31.92,7.92,1,5
Netflix,Premium AI-Plus,AI-Generated Summary,Anxious,AI-Integrated TV,Shorts,Europe,Low,64,115,0.307,4.69,9.18,24,3
Netflix,Ad-Supported,Real-time Voice Dubbing,Happy,AI-Integrated TV,Gaming,North America,Low,48,129,0.3649,4.12,9.31,68,4
Prime Video,Standard,Virtual Background Sync,Energetic,Smart Glasses,Movies,Latin America,High,67,80,0.2493,6.01,10.0,1,3
Netflix,Premium AI-Plus,Virtual Background Sync,Anxious,Apple Vision Pro,Shorts,Asia Pacific,Low,64,192,0.2259,34.99,8.65,5,1
Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Smart Glasses,Shorts,North America,Medium,86,100,0.1278,5.8,8.61,1,2
Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Anxious,Foldable Phone,Gaming,Middle East & Africa,Low,100,191,0.2946,3.28,9.97,1,3
Disney+ AI,Standard,AI-Generated Summary,Bored,Smart Glasses,Shorts,Latin America,High,88,143,0.234,6.58,6.5,10,3
Prime Video,Ad-Supported,Virtual Background Sync,Anxious,Foldable Phone,Movies,North America,Medium,78,185,0.1564,4.71,5.64,1,6
YouTube,Ad-Supported,Personalized Story Ending,Bored,Apple Vision Pro,Shorts,Asia Pacific,Medium,47,116,0.197,15.75,6.74,5,3
TikTok,Premium AI-Plus,Virtual Background Sync,Anxious,Smart Glasses,Movies,Asia Pacific,Low,96,50,0.3863,2.13,8.09,4,5
Netflix,Standard,Personalized Story Ending,Stressed,AI-Integrated TV,Shorts,North America,High,64,191,0.0315,30.8,6.8,52,9
Netflix,Premium AI-Plus,Mood-Based Playlist,Happy,Smart Glasses,Movies,Asia Pacific,Medium,76,126,0.1437,34.49,7.17,2,3
Prime Video,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Movies,North America,High,60,114,0.2163,6.23,5.47,52,3
YouTube,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Gaming,Asia Pacific,Medium,89,113,0.5645,17.83,5.27,1,3
YouTube,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Education,North America,Low,46,139,0.2701,15.38,6.62,4,3
Disney+ AI,Standard,Virtual Background Sync,Energetic,Foldable Phone,Shorts,North America,Medium,90,100,0.142,2.92,5.47,1,4
Prime Video,Premium AI-Plus,AI-Generated Summary,Bored,Smart Glasses,Shorts,Middle East & Africa,Low,33,74,0.0831,34.99,9.32,1,9
Netflix,Ad-Supported,Virtual Background Sync,Happy,Foldable Phone,Gaming,Europe,Medium,83,211,0.273,15.84,2.97,1,2
Netflix,Ad-Supported,AI-Generated Summary,Happy,Smart Glasses,Movies,North America,High,45,110,0.172,34.99,8.8,1,3
Netflix,Standard,Virtual Background Sync,Energetic,Apple Vision Pro,Shorts,Europe,Medium,91,125,0.0933,29.48,7.91,1,7
TikTok,Ad-Supported,Personalized Story Ending,Energetic,Apple Vision Pro,Education,Asia Pacific,Low,48,114,0.0899,6.51,7.59,28,2
Prime Video,Premium AI-Plus,AI-Generated Summary,Energetic,AI-Integrated TV,Movies,Asia Pacific,Medium,49,97,0.3102,1.98,9.13,2,3
YouTube,Ad-Supported,Virtual Background Sync,Energetic,AI-Integrated TV,Movies,Europe,Medium,91,106,0.0859,29.43,9.54,1,5
Netflix,Ad-Supported,Virtual Background Sync,Bored,Foldable Phone,Education,Latin America,Low,94,109,0.1681,34.99,6.41,1,7
Netflix,Standard,Personalized Story Ending,Anxious,Foldable Phone,Shorts,Latin America,Medium,54,121,0.1956,7.61,8.56,32,4
Disney+ AI,Ad-Supported,Virtual Background Sync,Energetic,AI-Integrated TV,Movies,Latin America,Medium,82,171,0.5321,34.59,4.72,5,4
Netflix,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Gaming,North America,Low,52,90,0.344,26.17,8.61,1,3
Netflix,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Movies,Asia Pacific,Medium,59,142,0.5851,11.55,7.73,36,3
YouTube,Premium AI-Plus,Mood-Based Playlist,Anxious,AI-Integrated TV,Gaming,Asia Pacific,High,84,99,0.5511,16.39,5.95,1,6
YouTube,Standard,Personalized Story Ending,Energetic,Foldable Phone,Education,North America,High,64,101,0.2189,4.68,5.8,1,4
Netflix,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,North America,Low,71,120,0.2846,16.67,6.55,1,3
TikTok,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Movies,North America,Low,91,110,0.2454,9.51,4.36,1,5
Netflix,Premium AI-Plus,Virtual Background Sync,Happy,Foldable Phone,Movies,Asia Pacific,Medium,69,116,0.6042,5.32,3.9,39,3
Netflix,Standard,Personalized Story Ending,Energetic,Foldable Phone,Movies,North America,Low,60,109,0.527,33.52,8.58,1,7
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Low,91,162,0.2314,15.27,9.41,1,6
TikTok,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Shorts,Europe,High,77,68,0.1678,29.04,7.85,1,8
TikTok,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,North America,High,69,165,0.2218,11.26,5.49,1,5
Disney+ AI,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,Latin America,Low,85,97,0.2353,34.44,6.96,4,3
Netflix,Premium AI-Plus,AI-Generated Summary,Energetic,AI-Integrated TV,Movies,Asia Pacific,High,84,97,0.3219,10.26,4.93,1,4
Netflix,Premium AI-Plus,Personalized Story Ending,Stressed,Foldable Phone,Shorts,North America,Low,88,187,0.7082,16.07,7.97,1,4
Netflix,Premium AI-Plus,AI-Generated Summary,Stressed,Foldable Phone,Movies,Europe,Low,79,41,0.4948,11.11,9.2,1,1
Netflix,Ad-Supported,Virtual Background Sync,Bored,Apple Vision Pro,Movies,North America,Medium,72,61,0.1011,0.0,9.22,1,1
Netflix,Standard,Mood-Based Playlist,Happy,Smart Glasses,Gaming,North America,Low,97,55,0.2535,15.65,7.57,15,6
YouTube,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Gaming,Asia Pacific,Medium,91,127,0.4469,34.99,10.0,1,2
Prime Video,Standard,Real-time Voice Dubbing,Bored,Foldable Phone,Education,Asia Pacific,Low,61,105,0.1514,24.61,7.11,17,7
Disney+ AI,Standard,AI-Generated Summary,Stressed,Foldable Phone,Gaming,Middle East & Africa,High,73,136,0.1249,30.11,6.13,26,3
Netflix,Premium AI-Plus,Personalized Story Ending,Energetic,Foldable Phone,Shorts,Latin America,Medium,72,90,0.0857,16.42,5.51,5,3
Disney+ AI,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Movies,Latin America,Low,59,146,0.1425,14.1,10.0,1,1
TikTok,Ad-Supported,Mood-Based Playlist,Energetic,Smart Glasses,Education,Europe,High,90,39,0.4332,10.61,7.22,32,3
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,Asia Pacific,Low,69,127,0.1064,25.48,8.51,1,1
YouTube,Standard,Virtual Background Sync,Stressed,Smart Glasses,Shorts,Europe,Low,93,128,0.3774,16.79,8.27,1,3
Disney+ AI,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,North America,High,66,121,0.3924,16.42,7.61,1,2
YouTube,Standard,Mood-Based Playlist,Bored,AI-Integrated TV,Shorts,Europe,Low,57,123,0.1391,34.49,6.56,1,3
Disney+ AI,Standard,Virtual Background Sync,Energetic,Smart Glasses,Education,Asia Pacific,Medium,88,111,0.1798,3.11,6.16,1,4
YouTube,Ad-Supported,Virtual Background Sync,Stressed,Foldable Phone,Movies,Europe,High,67,106,0.1296,14.75,5.89,28,4
YouTube,Ad-Supported,Real-time Voice Dubbing,Bored,Smart Glasses,Education,Asia Pacific,Low,64,129,0.0941,23.1,6.86,2,3
TikTok,Premium AI-Plus,Virtual Background Sync,Anxious,Apple Vision Pro,Movies,Middle East & Africa,Medium,79,111,0.4307,7.53,8.65,1,3
YouTube,Premium AI-Plus,AI-Generated Summary,Bored,AI-Integrated TV,Gaming,Asia Pacific,Medium,96,170,0.4899,12.15,9.72,2,3
YouTube,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Gaming,Latin America,Low,92,144,0.1104,31.67,4.09,1,3
